Lat,Lon,City,Country Code,Max Temp,Humidity,Cloudiness,Wind Speed
33.32,-71.33,elizabeth city,us,52.12,87.0,1.0,9.42
11.8,0.84,ouargaye,bf,102.1,34.0,32.0,7.18
2.49,113.35,kapit,my,74.65,95.0,64.0,1.92
-2.69,99.41,padang,id,87.8,70.0,20.0,6.93
38.29,101.88,jinchang,cn,31.9,72.0,76.0,1.7
26.42,-101.44,castanos,mx,51.52,87.0,68.0,3.49
-35.35,-67.75,san rafael,ar,54.58,57.0,0.0,1.92
14.81,95.76,pyapon,mm,88.15,47.0,0.0,6.62
-9.96,-81.83,santiago de cao,pe,68.0,94.0,90.0,5.82
-49.81,-74.63,coihaique,cl,46.4,70.0,0.0,17.22
41.86,-87.48,chicago,us,38.46,100.0,90.0,6.93
18.51,127.7,dicabisagan,ph,73.66,100.0,20.0,4.16
44.53,33.16,uhlove,ua,48.82,89.0,0.0,7.29
5.4,-32.39,touros,br,77.0,100.0,75.0,2.24
51.78,-15.71,dingle,ie,80.32,60.0,0.0,11.77
36.08,71.54,chitral,pk,25.96,91.0,88.0,0.92
69.28,-121.5,norman wells,ca,26.6,92.0,20.0,2.93
58.92,28.28,slantsy,ru,45.22,75.0,12.0,8.41
10.07,116.77,tagusao,ph,80.05,90.0,8.0,3.38
4.56,124.64,sarangani,ph,82.21,96.0,0.0,13.78
46.11,87.73,altay,cn,37.75,64.0,24.0,2.15
-25.41,-31.29,vila velha,br,78.37,88.0,40.0,6.93
2.75,114.39,bintulu,my,87.26,79.0,75.0,8.05
58.22,10.41,skagen,dk,45.19,81.0,0.0,17.22
64.92,6.63,bud,no,38.3,86.0,75.0,21.92
-1.75,116.01,balikpapan,id,83.02,99.0,12.0,8.41
31.58,-82.68,douglas,us,29.98,87.0,1.0,4.38
10.24,37.02,bure,et,103.54,17.0,0.0,6.4
42.86,29.04,sabla,bg,104.62,19.0,0.0,11.43
8.13,128.21,kinablangan,ph,79.33,100.0,92.0,8.97
-51.64,178.01,dunedin,nz,61.0,91.0,0.0,1.99
32.71,-116.67,tecate,mx,50.11,87.0,1.0,3.36
-18.02,48.09,ambatondrazaka,mg,82.12,52.0,12.0,2.93
-44.83,159.13,te anau,nz,52.42,79.0,0.0,5.61
48.99,120.99,yakeshi,cn,22.54,25.0,48.0,7.96
13.89,78.79,rayachoti,in,105.8,18.0,24.0,9.17
17.33,127.47,pandan,ph,81.4,95.0,0.0,11.99
53.02,23.96,hajnowka,pl,55.13,91.0,44.0,3.0
9.98,37.23,shambu,et,82.39,30.0,32.0,0.47
-6.5,12.33,soyo,ao,86.71,83.0,64.0,5.73
62.88,94.63,baykit,ru,30.46,72.0,0.0,8.63
48.77,-78.67,macamic,ca,23.0,45.0,40.0,3.49
7.84,80.36,dambulla,lk,94.09,32.0,32.0,5.61
22.82,90.09,gaurnadi,bd,84.59,68.0,56.0,4.41
23.18,23.09,jalu,ly,64.75,49.0,88.0,18.03
37.66,-11.41,cascais,pt,59.34,51.0,20.0,6.93
45.08,-106.04,gillette,us,29.44,86.0,90.0,3.36
40.09,62.29,seydi,tm,93.2,6.0,0.0,13.87
24.81,-133.37,lompoc,us,52.18,70.0,1.0,9.17
40.75,129.57,helong,cn,59.35,88.0,0.0,2.15
0.15,110.97,sri aman,my,86.0,79.0,75.0,4.7
33.52,-108.32,silver city,us,36.09,44.0,1.0,2.93
72.02,153.79,srednekolymsk,ru,2.38,67.0,12.0,2.26
8.71,-82.64,volcan,pa,62.01,51.0,64.0,11.01
-9.25,44.84,mitsamiouli,km,91.4,63.0,40.0,13.87
42.57,-126.55,coos bay,us,42.53,100.0,40.0,5.82
-30.5,29.02,kokstad,za,79.42,52.0,0.0,2.26
7.92,-90.47,santa cruz,cr,45.5,93.0,1.0,3.36
-21.31,38.04,beira,mz,58.98,51.0,0.0,3.36
30.15,-87.47,warrington,us,46.67,81.0,75.0,4.7
53.76,153.5,sobolevo,ru,54.76,70.0,0.0,17.92
64.57,56.76,kozhva,ru,34.96,83.0,88.0,10.54
37.56,-15.46,camacha,pt,65.43,77.0,40.0,9.17
12.74,18.52,ati,td,105.79,13.0,0.0,6.96
-20.57,48.34,nosy varika,mg,87.16,75.0,8.0,7.4
54.75,147.71,ekhabi,ru,10.84,78.0,48.0,6.73
80.31,26.72,mehamn,no,32.35,94.0,88.0,17.02
-6.43,155.07,panguna,pg,75.55,91.0,48.0,1.81
10.93,-72.98,distraccion,co,71.68,93.0,88.0,1.92
38.58,101.24,zhangye,cn,38.38,63.0,0.0,3.6
64.06,66.13,andra,ru,37.57,80.0,44.0,15.01
48.76,-129.53,port hardy,ca,35.6,93.0,20.0,3.36
10.74,-163.56,makakilo city,us,69.85,64.0,90.0,8.05
51.1,122.72,alihe,cn,18.49,52.0,56.0,3.71
-75.57,179.9,kaitangata,nz,57.99,90.0,0.0,3.0
-24.82,-94.41,pisco,pe,69.8,83.0,8.0,2.15
48.11,-99.94,devils lake,us,18.46,85.0,1.0,9.17
25.75,77.45,narwar,in,93.55,22.0,12.0,12.21
19.23,75.38,pathardi,in,99.94,18.0,36.0,4.27
37.57,-126.94,ukiah,us,41.9,87.0,1.0,2.04
37.26,78.75,shache,cn,66.46,21.0,88.0,5.95
44.02,-87.83,manitowoc,us,34.16,64.0,90.0,6.93
-14.49,112.8,ambulu,id,81.58,100.0,36.0,4.05
9.53,18.85,kyabe,td,105.52,19.0,0.0,7.4
69.25,134.82,ust-kuyga,ru,2.83,83.0,12.0,4.94
48.08,-6.67,plouzane,fr,54.5,87.0,0.0,8.05
-9.63,-29.17,olinda,br,76.75,94.0,75.0,3.36
-44.73,136.71,mount gambier,au,53.6,87.0,75.0,10.29
60.47,64.09,uray,ru,36.67,75.0,48.0,15.46
12.28,-117.67,cabo san lucas,mx,62.69,39.0,12.0,5.28
-13.51,-47.71,cavalcante,br,76.27,73.0,0.0,8.3
2.47,81.54,matara,lk,46.4,75.0,75.0,1.14
62.7,44.21,verkhnyaya toyma,ru,36.31,58.0,36.0,13.56
44.18,121.4,tongliao,cn,29.29,64.0,8.0,8.19
14.08,-77.79,bull savanna,jm,67.18,88.0,8.0,2.48
48.3,85.51,zaysan,kz,55.03,63.0,56.0,7.18
28.83,107.22,longhua,cn,64.39,86.0,92.0,7.07
10.63,-82.97,matina,cr,73.99,77.0,92.0,1.7
37.45,130.84,oda,jp,53.6,81.0,75.0,5.82
51.4,108.33,novaya bryan,ru,39.2,41.0,40.0,11.18
12.62,5.89,kaura namoda,ng,105.16,16.0,0.0,11.43
24.0,39.24,umm lajj,sa,78.79,66.0,0.0,5.95
60.37,-120.81,fort nelson,ca,35.6,64.0,40.0,5.82
-6.47,86.23,hambantota,lk,89.6,70.0,40.0,9.17
-11.83,41.47,pemba,mz,87.8,62.0,20.0,14.99
0.39,135.11,manokwari,id,81.31,99.0,64.0,17.25
27.93,93.04,ziro,in,89.6,43.0,75.0,9.17
53.38,-114.39,stony plain,ca,30.16,71.0,1.0,3.36
-32.45,-58.35,concepcion del uruguay,ar,73.66,77.0,88.0,1.14
15.06,82.41,razole,in,84.82,95.0,8.0,15.46
67.6,43.97,kamenka,ru,34.87,97.0,92.0,16.69
11.53,112.2,cam ranh,vn,87.8,70.0,40.0,10.29
2.43,98.68,kabanjahe,id,86.16,70.0,75.0,8.05
6.14,2.35,cotonou,bj,87.8,79.0,40.0,10.29
44.52,-104.4,spearfish,us,27.79,92.0,90.0,6.93
36.62,-122.32,pacific grove,us,45.77,81.0,1.0,8.05
22.64,108.74,pumiao,cn,84.2,66.0,40.0,6.71
37.34,32.45,cumra,tr,31.23,92.0,75.0,17.22
63.59,44.82,karpogory,ru,35.77,60.0,0.0,12.44
1.3,67.72,thinadhoo,mv,84.28,100.0,64.0,4.94
1.83,10.5,anisoc,gq,85.09,72.0,76.0,2.93
24.22,5.24,gat,ly,71.6,56.0,0.0,20.8
-48.55,136.26,portland,au,41.47,81.0,1.0,3.36
20.65,85.06,angul,in,95.98,33.0,0.0,4.38
35.43,35.94,jablah,sy,68.0,56.0,75.0,4.7
